,Link,Preco,Localizacao,Area_Util_m2,Quartos,Suites,Vagas_Garagem
437,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-s-1030412,9800000.0,BRASÍLIA - SUDOESTE,513,4.0,3.0,3.0
438,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-d-1084220,3600000.0,BRASÍLIA - NOROESTE,275,4.0,4.0,3.0
439,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-f-1018756,2410000.0,BRASÍLIA - NOROESTE,223,3.0,1.0,2.0
440,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-1093857,2069000.0,BRASÍLIA - ASA NORTE,127,4.0,2.0,2.0
441,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-1041541,1480000.0,BRASÍLIA - NOROESTE,103,3.0,1.0,1.0
442,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-306-953609,2500000.0,BRASÍLIA - ASA SUL,178,3.0,1.0,
443,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-405-1101957,799000.0,BRASÍLIA - ASA NORTE,79,3.0,,
444,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-107-1091168,1990000.0,BRASÍLIA - NOROESTE,170,2.0,1.0,3.0
445,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-qrsw-4-1090541,750000.0,BRASÍLIA - SUDOESTE,60,2.0,,1.0
446,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-lote-13-1082399,410000.0,BRASÍLIA - PARK SUL,27,1.0,1.0,
447,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-f-1073080,2190000.0,BRASÍLIA - NOROESTE,118,3.0,2.0,2.0
448,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-212-1078346,920000.0,BRASÍLIA - ASA NORTE,80,2.0,,1.0
449,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-988928,657794.0,BRASÍLIA - PARK SUL,42,1.0,1.0,1.0
450,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-303-1074917,3575000.0,BRASÍLIA - NOROESTE,205,3.0,3.0,4.0
451,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-1056507,1590000.0,BRASÍLIA - NOROESTE,110,3.0,2.0,4.0
452,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-j-925932,2600000.0,BRASÍLIA - NOROESTE,169,4.0,4.0,3.0
453,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-lago-norte-brasilia-df-ca-09-1064861,1210000.0,BRASÍLIA - LAGO NORTE,110,2.0,1.0,2.0
454,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-lago-norte-brasilia-df-ca-05-1059176,449000.0,BRASÍLIA - LAGO NORTE,48,2.0,1.0,
455,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-411-1035187,840000.0,BRASÍLIA - ASA NORTE,95,3.0,,
456,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-211-1007176,3199000.0,BRASÍLIA - ASA NORTE,180,5.0,1.0,1.0
457,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-210-bloco-k-1025009,1350000.0,BRASÍLIA - ASA SUL,100,3.0,1.0,1.0
458,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-203-953499,1599000.0,BRASÍLIA - ASA NORTE,100,3.0,1.0,
459,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shn-quadra-5-1016461,610000.0,BRASÍLIA - ASA NORTE,40,2.0,,
460,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-lago-norte-brasilia-df-ca-10-954817,670000.0,BRASÍLIA - LAGO NORTE,47,1.0,1.0,1.0
461,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-953569,3100000.0,BRASÍLIA - ASA NORTE,270,4.0,3.0,3.0
462,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-bloco-d-977780,2200000.0,BRASÍLIA - ASA SUL,131,4.0,1.0,1.0
463,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-211-997691,3170000.0,BRASÍLIA - ASA NORTE,205,3.0,1.0,2.0
464,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-106-bloco-j-937713,1950000.0,BRASÍLIA - ASA NORTE,181,4.0,2.0,1.0
465,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-107-bloco-d-952631,3100000.0,BRASÍLIA - ASA NORTE,246,4.0,3.0,2.0
466,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-985323,3099000.0,BRASÍLIA - NOROESTE,203,3.0,3.0,3.0
467,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-302-962440,1850000.0,BRASÍLIA - NOROESTE,149,2.0,2.0,3.0
468,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-smas-494714,681958.0,BRASÍLIA - PARK SUL,42,1.0,,1.0
469,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-913497,537271.0,BRASÍLIA - PARK SUL,32,1.0,,1.0
470,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-305-bloco-i-759425,1720000.0,BRASÍLIA - ASA NORTE,109,3.0,1.0,2.0
471,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-lote-10-328771,952063.0,BRASÍLIA - PARK SUL,75,1.0,1.0,2.0
472,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-306-bloco-e-1077454,1390000.0,BRASÍLIA - SUDOESTE,99,3.0,1.0,1.0
473,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-107-971464,1780000.0,BRASÍLIA - NOROESTE,175,2.0,1.0,3.0
474,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-103-bloco-d-1219314,1690000.0,BRASÍLIA - NOROESTE,86,2.0,1.0,2.0
475,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-311-1226249,1650000.0,BRASÍLIA - NOROESTE,103,3.0,1.0,2.0
476,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-510-bloco-a-lote-2-1232479,480000.0,BRASÍLIA - NOROESTE,33,1.0,,1.0
477,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sqs-404-bloco-o-1179424,805000.0,BRASÍLIA - ASA SUL,52,1.0,,2.0
478,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-213-bloco-h-1179462,2997000.0,BRASÍLIA - ASA NORTE,211,3.0,1.0,2.0
479,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-1218083,1195000.0,BRASÍLIA - PARK SUL,70,2.0,1.0,1.0
480,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-noroeste-brasilia-df-sqnw-108-bloco-j-1220438,1297000.0,BRASÍLIA - NOROESTE,77,2.0,1.0,2.0
481,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-octogonal-brasilia-df-aos-02-1220486,2700000.0,BRASÍLIA - OCTOGONAL,164,3.0,2.0,1.0
482,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-116-1227564,1160000.0,BRASÍLIA - ASA SUL,66,2.0,,
483,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-qrsw-7-1224048,749000.0,BRASÍLIA - SUDOESTE,63,2.0,,
484,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-302-bloco-d-1229358,2216000.0,BRASÍLIA - ASA SUL,164,4.0,1.0,
485,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sudoeste-brasilia-df-qmsw-6-1222741,398000.0,BRASÍLIA - SUDOESTE,30,1.0,1.0,1.0
486,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-102-1220785,1850000.0,BRASÍLIA - ASA SUL,155,3.0,1.0,1.0
487,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-qrsw-7-bloco-b-4-1227223,785000.0,BRASÍLIA - SUDOESTE,60,2.0,1.0,
488,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-305-bloco-a-1179425,1530000.0,BRASÍLIA - SUDOESTE,105,3.0,1.0,1.0
489,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-lote-13-1218306,420000.0,BRASÍLIA - PARK SUL,23,1.0,1.0,1.0
490,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-304-bloco-i-1187433,1140000.0,BRASÍLIA - SUDOESTE,90,3.0,,1.0
491,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-310-bloco-d-1219902,2950000.0,BRASÍLIA - NOROESTE,166,3.0,2.0,4.0
492,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-311-bloco-e-1210439,1200000.0,BRASÍLIA - ASA SUL,85,2.0,,
493,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-115-1224797,1830000.0,BRASÍLIA - ASA NORTE,143,4.0,2.0,2.0
494,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-304-bloco-b-1223956,4450000.0,BRASÍLIA - NOROESTE,246,4.0,4.0,4.0
495,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-k-1220500,1740000.0,BRASÍLIA - NOROESTE,116,3.0,2.0,2.0
496,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-clnw-10-11-1216986,580000.0,BRASÍLIA - NOROESTE,37,1.0,1.0,2.0
497,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-103-bloco-e-1223550,1699000.0,BRASÍLIA - SUDOESTE,117,3.0,1.0,1.0
498,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-c-982987,5851495.0,BRASÍLIA - NOROESTE,408,4.0,4.0,4.0
499,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-504-bloco-g-1220160,1730000.0,BRASÍLIA - SUDOESTE,129,4.0,1.0,
500,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-octogonal-brasilia-df-aos-08-bloco-c-324813,880000.0,BRASÍLIA - OCTOGONAL,68,2.0,,1.0
501,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-ccsw-1-1216904,1150000.0,BRASÍLIA - SUDOESTE,72,2.0,1.0,1.0
502,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-bloco-m-1115874,2190000.0,BRASÍLIA - SUDOESTE,148,4.0,2.0,2.0
503,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-sudoeste-brasilia-df-clsw-104-bloco-c-1128619,220000.0,BRASÍLIA - SUDOESTE,22,1.0,,
504,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-311-1213333,2890000.0,BRASÍLIA - NOROESTE,177,5.0,2.0,3.0
505,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-216-1211898,730000.0,BRASÍLIA - ASA NORTE,45,1.0,1.0,1.0
506,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-park-sul-brasilia-df-sgcv-1207722,750000.0,BRASÍLIA - PARK SUL,60,1.0,,1.0
507,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1209057,2200000.0,BRASÍLIA - ASA SUL,178,3.0,1.0,
508,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-111-1166284,5700000.0,BRASÍLIA - NOROESTE,303,3.0,3.0,
509,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-lago-norte-brasilia-df-ca-08-1208410,660000.0,BRASÍLIA - LAGO NORTE,67,2.0,,1.0
510,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-305-1204839,2200000.0,BRASÍLIA - SUDOESTE,167,3.0,1.0,2.0
511,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-213-bloco-i-1207191,3690000.0,BRASÍLIA - ASA NORTE,290,4.0,2.0,2.0
512,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-104-bloco-d-1204817,1660000.0,BRASÍLIA - ASA SUL,156,3.0,1.0,2.0
513,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-304-1195647,1650000.0,BRASÍLIA - ASA SUL,140,3.0,,
514,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-316-bloco-i-1199694,1400000.0,BRASÍLIA - ASA NORTE,86,3.0,1.0,1.0
515,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-206-bloco-k-1177189,1395900.0,BRASÍLIA - ASA SUL,118,4.0,1.0,1.0
516,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-411-bloco-m-1197539,740000.0,BRASÍLIA - ASA NORTE,95,3.0,,
517,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-914-1199629,380000.0,BRASÍLIA - ASA NORTE,34,1.0,,1.0
518,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-213-1203499,4300000.0,BRASÍLIA - ASA NORTE,260,3.0,2.0,3.0
519,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-105-bloco-a-1184118,1550000.0,BRASÍLIA - SUDOESTE,110,4.0,1.0,2.0
520,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-park-sul-brasilia-df-sgcv-lote-27-1186589,1320000.0,BRASÍLIA - PARK SUL,74,2.0,2.0,1.0
521,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-309-bloco-g-1195404,1635000.0,BRASÍLIA - NOROESTE,127,3.0,2.0,2.0
522,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-411-bloco-v-1050616,575000.0,BRASÍLIA - ASA SUL,43,2.0,,
523,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-i-1190560,2150000.0,BRASÍLIA - ASA NORTE,247,4.0,2.0,2.0
524,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-302-1191733,2290000.0,BRASÍLIA - SUDOESTE,144,4.0,3.0,2.0
525,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-crnw-510-bloco-b-lote-1-1182040,450000.0,BRASÍLIA - NOROESTE,30,1.0,,1.0
526,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-c-1145145,3199000.0,BRASÍLIA - ASA NORTE,300,4.0,,
527,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-1189132,2650000.0,BRASÍLIA - ASA NORTE,128,3.0,3.0,2.0
528,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-109-bloco-d-1140207,410000.0,BRASÍLIA - ASA NORTE,36,1.0,,
529,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-203-bloco-g-1131472,1599000.0,BRASÍLIA - ASA NORTE,94,3.0,1.0,1.0
530,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-f-1180873,1080000.0,BRASÍLIA - ASA NORTE,73,2.0,1.0,1.0
531,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-113-1173908,2100000.0,BRASÍLIA - ASA SUL,154,3.0,1.0,1.0
532,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-1180140,2180000.0,BRASÍLIA - ASA NORTE,200,2.0,2.0,2.0
533,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-102-982133,1900000.0,BRASÍLIA - SUDOESTE,139,4.0,1.0,2.0
534,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-211-bloco-f-1173794,2180000.0,BRASÍLIA - ASA NORTE,202,2.0,2.0,2.0
535,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-313-bloco-h-1176983,3100000.0,BRASÍLIA - ASA SUL,210,4.0,1.0,2.0
536,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-210-1176895,1100000.0,BRASÍLIA - ASA SUL,75,2.0,,1.0
537,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-d-1171332,2570000.0,BRASÍLIA - NOROESTE,166,4.0,2.0,3.0
538,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-bloco-k-482570,2849000.0,BRASÍLIA - NOROESTE,185,4.0,4.0,3.0
539,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shcgn-704-bloco-a-1043092,1200000.0,BRASÍLIA - ASA NORTE,108,1.0,1.0,2.0
540,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-shcgn-703-bloco-e-1170648,1250000.0,BRASÍLIA - ASA NORTE,104,3.0,1.0,1.0
541,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-d-1148880,2320000.0,BRASÍLIA - NOROESTE,152,4.0,3.0,4.0
542,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-310-bloco-i-1169223,3870000.0,BRASÍLIA - NOROESTE,298,4.0,4.0,4.0
543,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-sudoeste-brasilia-df-qrsw-7-bloco-a-8-1127497,830000.0,BRASÍLIA - SUDOESTE,61,2.0,,
544,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-106-bloco-a-1092209,2390000.0,BRASÍLIA - NOROESTE,143,4.0,4.0,2.0
545,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-sudoeste-brasilia-df-ccsw-1-lote-4-bloco-c-1064377,546000.0,BRASÍLIA - SUDOESTE,26,1.0,1.0,1.0
546,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-lago-norte-brasilia-df-ca-10-1075262,1150000.0,BRASÍLIA - LAGO NORTE,120,1.0,1.0,1.0
547,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-305-bloco-g-1149204,2380000.0,BRASÍLIA - SUDOESTE,208,3.0,2.0,2.0
548,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-sudoeste-brasilia-df-sqsw-306-1143702,1250000.0,BRASÍLIA - SUDOESTE,100,3.0,1.0,1.0
549,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-park-sul-brasilia-df-sgcv-lote-14-1146869,1320000.0,BRASÍLIA - PARK SUL,79,3.0,3.0,2.0
550,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-c-1133301,3490000.0,BRASÍLIA - NOROESTE,225,3.0,3.0,4.0
551,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-209-bloco-a-1142774,3500000.0,BRASÍLIA - ASA NORTE,257,4.0,3.0,
552,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-109-bloco-j-1100957,1790000.0,BRASÍLIA - NOROESTE,112,3.0,3.0,3.0
553,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-109-709709,2250000.0,BRASÍLIA - ASA SUL,148,4.0,1.0,1.0
554,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-octogonal-brasilia-df-aos-05-1116007,1895000.0,BRASÍLIA - OCTOGONAL,125,4.0,1.0,1.0
555,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-203-bloco-k-1006253,1650000.0,BRASÍLIA - ASA NORTE,135,3.0,2.0,1.0
556,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-noroeste-brasilia-df-sqnw-307-1050974,729000.0,BRASÍLIA - NOROESTE,41,1.0,1.0,1.0
557,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-108-1098746,2760000.0,BRASÍLIA - NOROESTE,170,3.0,3.0,3.0
558,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-300-1115774,4850000.0,BRASÍLIA - SUDOESTE,279,4.0,4.0,4.0
559,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-113-bloco-k-1108123,1829000.0,BRASÍLIA - ASA SUL,154,3.0,1.0,1.0
560,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-111-bloco-d-1103665,2390000.0,BRASÍLIA - NOROESTE,160,4.0,2.0,3.0
561,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-109-933970,1450000.0,BRASÍLIA - ASA SUL,136,3.0,1.0,1.0
562,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-1055554,1180000.0,BRASÍLIA - ASA NORTE,104,1.0,1.0,
563,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-310-bloco-a-1032747,5480000.0,BRASÍLIA - NOROESTE,309,5.0,5.0,4.0
564,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-106-1061007,1400000.0,BRASÍLIA - ASA NORTE,110,2.0,1.0,1.0
565,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-sul-brasilia-df-sqs-416-877103,795000.0,BRASÍLIA - ASA SUL,77,3.0,,
566,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-310-bloco-l-1032621,2200000.0,BRASÍLIA - ASA NORTE,169,4.0,2.0,2.0
567,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-110-bloco-j-1017222,3150000.0,BRASÍLIA - ASA NORTE,237,4.0,4.0,2.0
568,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-lote-3-985880,645000.0,BRASÍLIA - ASA NORTE,33,1.0,1.0,1.0
569,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-110-679009,3100000.0,BRASÍLIA - NOROESTE,216,4.0,3.0,3.0
570,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-sul-brasilia-df-sqs-114-bloco-a-223769,2590000.0,BRASÍLIA - ASA SUL,200,4.0,1.0,1.0
571,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-g-557739,2150000.0,BRASÍLIA - ASA NORTE,155,4.0,1.0,2.0
572,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-102-bloco-i-506197,2900000.0,BRASÍLIA - NOROESTE,170,4.0,3.0,4.0
573,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-noroeste-brasilia-df-sqnw-306-bloco-h-328763,3383462.0,BRASÍLIA - NOROESTE,215,4.0,4.0,4.0
574,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-209-596698,1650000.0,BRASÍLIA - ASA NORTE,140,3.0,1.0,1.0
575,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-shcgn-704-1162131,1500000.0,BRASÍLIA - ASA NORTE,127,4.0,1.0,2.0
576,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-203-bloco-j-1170441,900000.0,BRASÍLIA - ASA SUL,63,2.0,,1.0
577,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-sudoeste-brasilia-df-sqsw-500-1113697,3225000.0,BRASÍLIA - SUDOESTE,172,4.0,4.0,3.0
578,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-sul-brasilia-df-sqs-409-bloco-b-1230813,430000.0,BRASÍLIA - ASA SUL,33,1.0,,
579,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-noroeste-brasilia-df-sqnw-107-bloco-i-980198,2899000.0,BRASÍLIA - NOROESTE,203,3.0,3.0,3.0
580,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-sul-brasilia-df-sqs-415-1161531,650000.0,BRASÍLIA - ASA SUL,44,2.0,,
581,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-404-1161313,780000.0,BRASÍLIA - ASA NORTE,80,3.0,,
